ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P69905,Hemoglobin subunit alpha,HBA1,386764,J00153,P69905,HBA_HUMAN,1A00; 1A01; 1A0U; 1A0Z; 1A3N; 1A3O; 1A9W; 1ABW; 1ABY; 1AJ9; 1B86; 1BAB; 1BBB; 1BIJ; 1BUW; 1BZ0; 1BZ1; 1BZZ; 1C7B; 1C7C; 1C7D; 1CLS; 1CMY; 1COH; 1DKE; 1DXT; 1DXU; 1DXV; 1FDH; 1FN3; 1G9V; 1GBU; 1GBV; 1GLI; 1GZX; 1HAB; 1HAC; 1HBA; 1HBB; 1HBS; 1HCO; 1HDB; 1HGA; 1HGB; 1HGC; 1HHO; 1IRD; 1J3Y; 1J3Z; 1J40; 1J41; 1J7S; 1J7W; 1J7Y; 1JY7; 1K0Y; 1K1K; 1KD2; 1LFL; 1LFQ; 1LFT; 1LFV; 1LFY; 1LFZ; 1LJW; 1M9P; 1MKO; 1NEJ; 1NIH; 1NQP; 1O1I; 1O1J; 1O1K; 1O1L; 1O1M; 1O1N; 1O1O; 1O1P; 1QI8; 1QSH; 1QSI; 1QXD; 1QXE; 1R1X; 1R1Y; 1RPS; 1RQ3; 1RQ4; 1RQA; 1RVW; 1SDK; 1SDL; 1SHR; 1SI4; 1THB; 1UIW; 1VWT; 1XXT; 1XY0; 1XYE; 1XZ2; 1XZ4; 1XZ5; 1XZ7; 1XZU; 1XZV; 1Y01; 1Y09; 1Y0A; 1Y0C; 1Y0D; 1Y0T; 1Y0W; 1Y22; 1Y2Z; 1Y31; 1Y35; 1Y45; 1Y46; 1Y4B; 1Y4F; 1Y4G; 1Y4P; 1Y4Q; 1Y4R; 1Y4V; 1Y5F; 1Y5J; 1Y5K; 1Y7C; 1Y7D; 1Y7G; 1Y7Z; 1Y83; 1Y85; 1Y8W; 1YDZ; 1YE0; 1YE1; 1YE2; 1YEN; 1YEO; 1YEQ; 1YEU; 1YEV; 1YFF; 1YG5; 1YGD; 1YGF; 1YH9; 1YHE; 1YHR; 1YIE; 1YIH; 1YVQ; 1YVT; 1YZI; 1Z8U; 2D5Z; 2D60; 2DN1; 2DN2; 2DN3; 2DXM; 2H35; 2HBC; 2HBD; 2HBE; 2HBF; 2HBS; 2HCO; 2HHB; 2HHD; 2HHE; 2M6Z; 2W6V; 2W72; 2YRS; 3B75; 3D17; 3D7O; 3DUT; 3HHB; 3HXN; 3IA3; 3IC0; 3IC2; 3KMF; 3NL7; 3NMM; 3ODQ; 3ONZ; 3OO4; 3OO5; 3OVU; 3P5Q; 3QJB; 3QJC; 3QJD; 3QJE; 3R5I; 3S48; 3S65; 3S66; 3SZK; 3WCP; 3WHM; 4FC3; 4HHB; 4IJ2; 4L7Y; 4M4A; 4M4B; 4MQC; 4MQG; 4MQH; 4MQI; 4MQJ; 4MQK; 4N7N; 4N7O; 4N7P; 4N8T; 4NI0; 4NI1; 4ROL; 4ROM; 4WJG; 4X0I; 4X0L; 4XS0; 5E29; 5E6E; 5EE4; 6HBW,,HBA1,HGNC:4823,Human,DB00358; DB00893; DB09112; DB09146
P10275,Androgen receptor,AR,178628,M20132,P10275,ANDR_HUMAN,1E3G; 1GS4; 1T5Z; 1T63; 1T65; 1XJ7; 1XOW; 1XQ3; 1Z95; 2AM9; 2AMA; 2AMB; 2AO6; 2AX6; 2AX7; 2AX8; 2AX9; 2AXA; 2HVC; 2OZ7; 2PIO; 2PIP; 2PIQ; 2PIR; 2PIT; 2PIU; 2PIV; 2PIW; 2PIX; 2PKL; 2PNU; 2Q7I; 2Q7J; 2Q7K; 2Q7L; 2YHD; 2YLO; 2YLP; 2YLQ; 2Z4J; 3B5R; 3B65; 3B66; 3B67; 3B68; 3BTR; 3L3X; 3L3Z; 3RLJ; 3RLL; 3V49; 3V4A; 3ZQT; 4HLW; 4K7A; 4OEA; 4OED; 4OEY; 4OEZ; 4OFR; 4OFU; 4OGH; 4OH5; 4OH6; 4OHA; 4OIL; 4OIU; 4OJ9; 4OJB; 4OK1; 4OKB; 4OKT; 4OKW; 4OKX; 4OLM; 4QL8; 4U4K,,AR,HGNC:644,Human,DB00499; DB00621; DB00624; DB00665; DB00858; DB00984; DB01128; DB01185; DB01395; DB01406; DB01420; DB01481; DB01541; DB01564; DB04839; DB06412; DB06710; DB08804; DB08899; DB09123
P05091,"Aldehyde dehydrogenase, mitochondrial",ALDH2,28606,X05409,P05091,ALDH2_HUMAN,1CW3; 1NZW; 1NZX; 1NZZ; 1O00; 1O01; 1O02; 1O04; 1O05; 1ZUM; 2ONM; 2ONN; 2ONO; 2ONP; 2VLE; 3INJ; 3INL; 3N80; 3N81; 3N82; 3N83; 3SZ9; 4FQF; 4FR8; 4KWF; 4KWG,,ALDH2,HGNC:404,Human,DB00822
P22888,Lutropin-choriogonadotropic hormone receptor,LHCGR,903746,M73746,P22888,LSHR_HUMAN,1LUT; 1XUL,,LHCGR,HGNC:6585,Human,DB00014; DB00032; DB00044; DB00097; DB06719; DB09126
P09172,Dopamine beta-hydroxylase,DBH,30474,X13255,P09172,DOPO_HUMAN,"",,DBH,HGNC:2689,Human,DB00822; DB00988
P35498,Sodium channel protein type 1 subunit alpha,SCN1A,12642270,AF225985,P35498,SCN1A_HUMAN,"",,SCN1A,HGNC:10585,Human,DB00252; DB00273; DB00909; DB01121; DB01438; DB04930
P0A3M5,Penicillin-binding protein 2B,penA,14973165,AE005672,P0A3M5,PBP2_STRPN,"",,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01147; DB01150
P07437,Tubulin beta chain,TUBB,338695,J00314,P07437,TBB5_HUMAN,3QNZ; 3QO0,,TUBB,HGNC:20778,Human,DB00361; DB00541; DB00570; DB01179; DB01394; DB11731
P13631,Retinoic acid receptor gamma,RARG,306887,M24857,P13631,RARG_HUMAN,1EXA; 1EXX; 1FCX; 1FCY; 1FCZ; 1FD0; 2LBD; 3LBD; 4LBD,,RARG,HGNC:9866,Human,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926
P21918,D(1B) dopamine receptor,DRD5,32049,X58454,P21918,DRD5_HUMAN,"",,DRD5,HGNC:3026,Human,DB00800; DB00988; DB01038; DB01235; DB01624
P36888,Receptor-type tyrosine-protein kinase FLT3,FLT3,409573,U02687,P36888,FLT3_HUMAN,1RJB; 3QS7; 3QS9; 4RT7; 4XUF,,FLT3,HGNC:3765,Human,DB00398; DB01268; DB06595
Q9NYK1,Toll-like receptor 7,TLR7,7330281,AF240467,Q9NYK1,TLR7_HUMAN,"",,TLR7,HGNC:15631,Human,DB00724; DB01611
Q99720,Sigma non-opioid intracellular receptor 1,SIGMAR1,1783387,U75283,Q99720,SGMR1_HUMAN,"",,OPRS1,HGNC:8157,Human,DB00514; DB00652; DB09014
Q9H3S4,Thiamin pyrophosphokinase 1,TPK1,12248915,AB028138,Q9H3S4,TPK1_HUMAN,1OLY; 3S4Y,,TPK1,HGNC:17358,Human,DB00152
P15692,Vascular endothelial growth factor A,VEGFA,181971,M32977,P15692,VEGFA_HUMAN,1BJ1; 1CZ8; 1FLT; 1KAT; 1KMX; 1MJV; 1MKG; 1MKK; 1QTY; 1TZH; 1TZI; 1VGH; 1VPF; 1VPP; 2FJG; 2FJH; 2QR0; 2VGH; 2VPF; 3BDY; 3P9W; 3QTK; 3S1B; 3S1K; 3V2A; 4DEQ; 4GLN; 4GLS; 4KZN; 4QAF; 4WPB; 4ZFF,,VEGF,HGNC:12680,Human,DB00112; DB01270; DB06779; DB08885
P37288,Vasopressin V1a receptor,AVPR1A,667068,L25615,P37288,V1AR_HUMAN,1YTV,,AVPR1A,HGNC:895,Human,DB00035; DB00067; DB00093; DB00872
P12532,"Creatine kinase U-type, mitochondrial",CKMT1A,180590,J04469,P12532,KCRU_HUMAN,1QK1,,CKMT1A,HGNC:31736,Human,DB00148; DB13191
P08588,Beta-1 adrenergic receptor,ADRB1,178200,J03019,P08588,ADRB1_HUMAN,2LSQ,,ADRB1,HGNC:285,Human,DB00187; DB00195; DB00221; DB00264; DB00335; DB00368; DB00373; DB00489; DB00521; DB00571; DB00598; DB00612; DB00668; DB00841; DB00866; DB00960; DB01064; DB01102; DB01118; DB01136; DB01193; DB01203; DB01210; DB01214; DB01295; DB01297; DB01359; DB01363; DB01580; DB04846; DB04861; DB06262; DB08807; DB08808; DB09351; DB13781
Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A,4838145,AF117907,Q9Y5Y9,SCNAA_HUMAN,"",,SCN10A,HGNC:10582,Human,DB00281; DB00296; DB00297; DB00527; DB00645; DB00721; DB00807; DB00892; DB00961; DB01002; DB01086; DB01161
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",CPT2,1041195,U09648,P23786,CPT2_HUMAN,"",,CPT2,HGNC:2330,Human,DB01074
O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,3420185,AF043731,O76074,PDE5A_HUMAN,1RKP; 1T9R; 1T9S; 1TBF; 1UDT; 1UDU; 1UHO; 1XOZ; 1XP0; 2CHM; 2H40; 2H42; 2H44; 2XSS; 3B2R; 3BJC; 3HC8; 3HDZ; 3JWQ; 3JWR; 3LFV; 3MF0; 3SHY; 3SHZ; 3SIE; 3TGE; 3TGG; 4G2W; 4G2Y; 4I9Z; 4IA0; 4MD6; 4OEW; 4OEX,,PDE5A,HGNC:8784,Human,DB00203; DB00277; DB00806; DB00820; DB00862; DB00975; DB06237; DB06267
P20273,B-cell receptor CD22,CD22,36091,X59350,P20273,CD22_HUMAN,"",,CD22,HGNC:1643,Human,DB05889
P48637,Glutathione synthetase,GSS,886284,L42531,P48637,GSHB_HUMAN,2HGS,,GSS,HGNC:4624,Human,DB06151
P9WGY7,DNA-directed RNA polymerase subunit beta',rpoC,,,P9WGY7,RPOC_MYCTU,5UH5; 5UH6; 5UH7; 5UH8; 5UH9; 5UHA; 5UHB; 5UHC; 5UHD; 5UHE; 5UHF; 5UHG,,,,Mycobacterium tuberculosis,DB01201
P37088,Amiloride-sensitive sodium channel subunit alpha,SCNN1A,452650,X76180,P37088,SCNNA_HUMAN,2M3O,,SCNN1A,HGNC:10599,Human,DB00384; DB00594
Q9UI33,Sodium channel protein type 11 subunit alpha,SCN11A,6572950,AF188679,Q9UI33,SCNBA_HUMAN,"",,SCN11A,HGNC:10583,Human,DB00909
P14061,Estradiol 17-beta-dehydrogenase 1,HSD17B1,23365,X13440,P14061,DHB1_HUMAN,1A27; 1BHS; 1DHT; 1EQU; 1FDS; 1FDT; 1FDU; 1FDV; 1FDW; 1I5R; 1IOL; 1JTV; 1QYV; 1QYW; 1QYX; 3DEY; 3DHE; 3HB4; 3HB5; 3KLM; 3KLP; 3KM0,,HSD17B1,HGNC:5210,Human,DB01536
Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,184039,M77235,Q14524,SCN5A_HUMAN,2KBI; 2L53; 4DCK; 4DJC; 4JQ0; 4OVN,,SCN5A,HGNC:10593,Human,DB00192; DB00243; DB00252; DB00280; DB00281; DB00379; DB00473; DB00527; DB00532; DB00564; DB00680; DB00740; DB00750; DB00754; DB00776; DB00907; DB00908; DB00909; DB01056; DB01182; DB01195; DB01228; DB01320; DB01346; DB01426; DB01429; DB06217
P30968,Gonadotropin-releasing hormone receptor,GNRHR,183422,L03380,P30968,GNRHR_HUMAN,"",,GNRHR,HGNC:4421,Human,DB00007; DB00014; DB00050; DB00106; DB00644; DB00666; DB01406; DB06699; DB06719; DB06785; DB06788; DB06825
P09619,Platelet-derived growth factor receptor beta,PDGFRB,189732,J03278,P09619,PGFRB_HUMAN,1GQ5; 1H9O; 1LWP; 1SHA; 2L6W; 2PLD; 2PLE; 3MJG,,PDGFRB,HGNC:8804,Human,DB00102; DB00398; DB01268; DB06589; DB06595; DB08896
P10826,Retinoic acid receptor beta,RARB,35883,X07282,P10826,RARB_HUMAN,1HRA; 1XAP; 4DM6; 4DM8; 4JYG; 4JYH; 4JYI,,RARB,HGNC:9865,Human,DB00210; DB00459; DB00523; DB00799; DB00926; DB04942
Q09428,ATP-binding cassette sub-family C member 8,ABCC8,1374919,L78243,Q09428,ABCC8_HUMAN,"",,ABCC8,HGNC:59,Human,DB00222; DB00672; DB00731; DB00912; DB01067; DB01120; DB01124; DB01251; DB01252
O95069,Potassium channel subfamily K member 2,KCNK2,5712621,AF129399,O95069,KCNK2_HUMAN,4TWK,,KCNK2,HGNC:6277,Human,DB00204
P00747,Plasminogen,PLG,387026,X05199,P00747,PLMN_HUMAN,1B2I; 1BML; 1BUI; 1CEA; 1CEB; 1DDJ; 1HPJ; 1HPK; 1I5K; 1KI0; 1KRN; 1L4D; 1L4Z; 1PK4; 1PKR; 1PMK; 1QRZ; 1RJX; 2DOH; 2DOI; 2KNF; 2L0S; 2PK4; 3UIR; 4A5T; 4CIK; 4DCB; 4DUR; 4DUU; 5HPG,,PLG,HGNC:9071,Human,DB00009; DB00013; DB00015; DB00029; DB00031; DB00086; DB00302; DB00513; DB12831
P37231,Peroxisome proliferator-activated receptor gamma,PPARG,1711117,U79012,P37231,PPARG_HUMAN,1FM6; 1FM9; 1I7I; 1K74; 1KNU; 1NYX; 1PRG; 1RDT; 1WM0; 1ZEO; 1ZGY; 2ATH; 2F4B; 2FVJ; 2G0G; 2G0H; 2GTK; 2HFP; 2HWQ; 2HWR; 2I4J; 2I4P; 2I4Z; 2OM9; 2P4Y; 2POB; 2PRG; 2Q59; 2Q5P; 2Q5S; 2Q61; 2Q6R; 2Q6S; 2Q8S; 2QMV; 2VSR; 2VST; 2VV0; 2VV1; 2VV2; 2VV3; 2VV4; 2XKW; 2YFE; 2ZK0; 2ZK1; 2ZK2; 2ZK3; 2ZK4; 2ZK5; 2ZK6; 2ZNO; 2ZVT; 3ADS; 3ADT; 3ADU; 3ADV; 3ADW; 3ADX; 3AN3; 3AN4; 3B0Q; 3B0R; 3B1M; 3B3K; 3BC5; 3CDP; 3CDS; 3CS8; 3CWD; 3D6D; 3DZU; 3DZY; 3E00; 3ET0; 3ET3; 3FEJ; 3FUR; 3G9E; 3GBK; 3H0A; 3HO0; 3HOD; 3IA6; 3K8S; 3KMG; 3LMP; 3NOA; 3OSI; 3OSW; 3PBA; 3PO9; 3PRG; 3QT0; 3R5N; 3R8A; 3R8I; 3S9S; 3SZ1; 3T03; 3TY0; 3U9Q; 3V9T; 3V9V; 3V9Y; 3VJH; 3VJI; 3VN2; 3VSO; 3VSP; 3WJ4; 3WJ5; 3WMH; 3X1H; 3X1I; 4A4V; 4A4W; 4CI5; 4E4K; 4E4Q; 4EM9; 4EMA; 4F9M; 4FGY; 4HEE; 4JAZ; 4JL4; 4L96; 4L98; 4O8F; 4OJ4; 4PRG; 4PVU; 4PWL; 4R2U; 4R6S; 4XLD; 4XTA; 4XUM; 4Y29,,PPARG,HGNC:9236,Human,DB00159; DB00197; DB00244; DB00412; DB00795; DB00966; DB01014; DB01132; DB01393; DB03756; DB08915; DB09198; DB11133
P00742,Coagulation factor X,F10,182841,K03194,P00742,FA10_HUMAN,1C5M; 1EZQ; 1F0R; 1F0S; 1FAX; 1FJS; 1FXY; 1G2L; 1G2M; 1HCG; 1IOE; 1IQE; 1IQF; 1IQG; 1IQH; 1IQI; 1IQJ; 1IQK; 1IQL; 1IQM; 1IQN; 1KSN; 1LPG; 1LPK; 1LPZ; 1LQD; 1MQ5; 1MQ6; 1MSX; 1NFU; 1NFW; 1NFX; 1NFY; 1NL8; 1P0S; 1V3X; 1WU1; 1XKA; 1XKB; 1Z6E; 2BMG; 2BOH; 2BOK; 2BQ6; 2BQ7; 2BQW; 2CJI; 2D1J; 2EI6; 2EI7; 2EI8; 2FZZ; 2G00; 2GD4; 2H9E; 2J2U; 2J34; 2J38; 2J4I; 2J94; 2J95; 2JKH; 2P16; 2P3F; 2P3T; 2P3U; 2P93; 2P94; 2P95; 2PHB; 2PR3; 2Q1J; 2RA0; 2UWL; 2UWO; 2UWP; 2VH0; 2VH6; 2VVC; 2VVU; 2VVV; 2VWL; 2VWM; 2VWN; 2VWO; 2W26; 2W3I; 2W3K; 2WYG; 2WYJ; 2XBV; 2XBW; 2XBX; 2XBY; 2XC0; 2XC4; 2XC5; 2Y5F; 2Y5G; 2Y5H; 2Y7X; 2Y7Z; 2Y80; 2Y81; 2Y82; 3CEN; 3CS7; 3ENS; 3FFG; 3HPT; 3IIT; 3K9X; 3KL6; 3KQB; 3KQC; 3KQD; 3KQE; 3LIW; 3M36; 3M37; 3Q3K; 3SW2; 3TK5; 3TK6; 4A7I; 4BTI; 4BTT; 4BTU; 4Y6D; 4Y71; 4Y76; 4Y79; 4Y7A; 4Y7B,,F10,HGNC:3528,Human,DB00025; DB00100; DB00569; DB01109; DB01225; DB06228; DB06605; DB09075; DB11166; DB12364; DB12598; DB13149; DB13150; DB13151; DB13152
Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,3892594,AJ225028,Q9UBS5,GABR1_HUMAN,4MQE; 4MQF; 4MR7; 4MR8; 4MR9; 4MRM; 4MS1; 4MS3; 4MS4; 4PAS,,GABBR1,HGNC:4070,Human,DB00181; DB00837; DB01080; DB08891; DB08892
P98194,Calcium-transporting ATPase type 2C member 1,ATP2C1,6715131,AF181120,P98194,AT2C1_HUMAN,"",,ATP2C1,HGNC:13211,Human,DB00228; DB00753; DB01189; DB01236; DB01373
P12821,Angiotensin-converting enzyme,ACE,178286,J04144,P12821,ACE_HUMAN,1O86; 1O8A; 1UZE; 1UZF; 2C6F; 2C6N; 2IUL; 2IUX; 2OC2; 2XY9; 2XYD; 2YDM; 3BKK; 3BKL; 3L3N; 3NXQ; 4APH; 4APJ; 4BXK; 4BZR; 4BZS; 4C2N; 4C2O; 4C2P; 4C2Q; 4C2R; 4CA5; 4CA6; 4UFA; 4UFB,,ACE,HGNC:2707,Human,DB00178; DB00492; DB00519; DB00542; DB00584; DB00691; DB00722; DB00790; DB00881; DB01180; DB01197; DB01340; DB01348; DB09477; DB13166
P07327,Alcohol dehydrogenase 1A,ADH1A,178092,M12271,P07327,ADH1A_HUMAN,1HSO; 1U3T,,ADH1A,HGNC:249,Human,DB01213
P54710,Sodium/potassium-transporting ATPase subunit gamma,FXYD2,1575004,U50743,P54710,ATNG_HUMAN,2MKV,,FXYD2,HGNC:4026,Human,DB00606
P55157,Microsomal triglyceride transfer protein large subunit,MTTP,414669,X75500,P55157,MTP_HUMAN,"",,MTTP,HGNC:7467,Human,DB01094; DB08827
P10613,Lanosterol 14-alpha demethylase,ERG11,578119,X13296,P10613,CP51_CANAL,"",,,,Yeast,DB00196; DB00239; DB00251; DB00257; DB00582; DB01007; DB01026; DB01110; DB01127; DB01153; DB01263; DB04794; DB08933
P06858,Lipoprotein lipase,LPL,307138,M15856,P06858,LIPL_HUMAN,"",,LPL,HGNC:6677,Human,DB06439
P05121,Plasminogen activator inhibitor 1,SERPINE1,35272,X04429,P05121,PAI1_HUMAN,1A7C; 1B3K; 1C5G; 1DB2; 1DVM; 1DVN; 1LJ5; 1OC0; 3CVM; 3EOX; 3PB1; 3Q02; 3Q03; 3R4L; 3UT3; 4AQH; 4G8O; 4G8R; 4IC0; 5BRR; 9PAI,,SERPINE1,HGNC:8583,Human,DB00013
P29275,Adenosine receptor A2b,ADORA2B,178150,M97759,P29275,AA2BR_HUMAN,"",,ADORA2B,HGNC:264,Human,DB00277; DB00640; DB00824
P10415,Apoptosis regulator Bcl-2,BCL2,179367,M13994,P10415,BCL2_HUMAN,1G5M; 1GJH; 1YSW; 2O21; 2O22; 2O2F; 2W3L; 2XA0; 4AQ3; 4IEH; 4LVT; 4LXD; 4MAN; 5AGW; 5AGX,,BCL2,HGNC:990,Human,DB01229; DB01367; DB11581
P08912,Muscarinic acetylcholine receptor M5,CHRM5,177988,M80333,P08912,ACM5_HUMAN,"",,CHRM5,HGNC:1954,Human,DB00340; DB00572; DB00725; DB00767; DB00785; DB01036; DB01142; DB08897; DB09167
P09917,Arachidonate 5-lipoxygenase,ALOX5,187193,J03600,P09917,LOX5_HUMAN,2ABV; 3O8Y; 3V92; 3V98; 3V99,,ALOX5,HGNC:435,Human,DB00179; DB00244; DB00586; DB00711; DB00744; DB00795; DB00939; DB01014
P30531,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,31658,X54673,P30531,SC6A1_HUMAN,"",,SLC6A1,HGNC:11042,Human,DB00906
P00491,Purine nucleoside phosphorylase,PNP,35565,X00737,P00491,PNPH_HUMAN,1M73; 1PF7; 1PWY; 1RCT; 1RFG; 1RR6; 1RSZ; 1RT9; 1ULA; 1ULB; 1V2H; 1V3Q; 1V41; 1V45; 1YRY; 2A0W; 2A0X; 2A0Y; 2OC4; 2OC9; 2ON6; 2Q7O; 3BGS; 3D1V; 3GB9; 3GGS; 3INY; 3K8O; 3K8Q; 3PHB; 4EAR; 4EB8; 4ECE; 4GKA,,NP,HGNC:7892,Human,DB00242
P14679,Tyrosinase,TYR,340037,M27160,P14679,TYRO_HUMAN,"",,TYR,HGNC:12442,Human,DB00548; DB09526
P80404,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,602705,L32961,P80404,GABT_HUMAN,"",,ABAT,HGNC:23,Human,DB00313; DB01080
Q9Y478,5'-AMP-activated protein kinase subunit beta-1,PRKAB1,2916800,AJ224515,Q9Y478,AAKB1_HUMAN,4CFE; 4CFF,,PRKAB1,HGNC:9378,Human,DB00331
P0A8V2,DNA-directed RNA polymerase subunit beta,rpoB,42818,V00339,P0A8V2,RPOB_ECOLI,3IYD; 3LTI; 3LU0; 3T72; 3TBI; 4JK1; 4JK2; 4KMU; 4KN4; 4KN7; 4MEX; 4MEY; 4S20; 4XSX; 4XSY; 4XSZ; 4YG2; 4YLN; 4YLO; 4YLP; 4ZH2; 4ZH3; 4ZH4; 5BYH,,,,Escherichia coli (strain K12),DB00615; DB01045; DB01220
P35354,Prostaglandin G/H synthase 2,PTGS2,291988,L15326,P35354,PGH2_HUMAN,1V0X,,PTGS2,HGNC:9605,Human,DB00154; DB00159; DB00244; DB00316; DB00328; DB00461; DB00465; DB00469; DB00482; DB00500; DB00533; DB00554; DB00573; DB00580; DB00586; DB00605; DB00712; DB00749; DB00784; DB00788; DB00795; DB00812; DB00814; DB00821; DB00861; DB00870; DB00936; DB00939; DB00945; DB00963; DB00991; DB01009; DB01014; DB01050; DB01283; DB01397; DB01399; DB01600; DB01628; DB04552; DB04743; DB06725; DB06736; DB08439; DB08910; DB09213; DB13167
P29474,"Nitric oxide synthase, endothelial",NOS3,189212,M93718,P29474,NOS3_HUMAN,1M9J; 1M9K; 1M9M; 1M9Q; 1M9R; 1NIW; 2LL7; 2MG5; 3EAH; 3NOS; 4D1O; 4D1P,,NOS3,HGNC:7876,Human,DB00360
P08473,Neprilysin,MME,34758,X07166,P08473,NEP_HUMAN,1DL9; 1DMT; 1QVD; 1R1H; 1R1I; 1R1J; 1Y8J; 2QPJ; 2YB9; 4CTH,,MME,HGNC:7154,Human,DB00616; DB00886; DB09292; DB11623
P00915,Carbonic anhydrase 1,CA1,29600,X05014,P00915,CAH1_HUMAN,1AZM; 1BZM; 1CRM; 1CZM; 1HCB; 1HUG; 1HUH; 1J9W; 1JV0; 2CAB; 2FOY; 2FW4; 2IT4; 2NMX; 2NN1; 2NN7; 3LXE; 3W6H; 3W6I; 4WR7; 4WUP; 4WUQ,,CA1,HGNC:1368,Human,DB00311; DB00703; DB00819; DB00880; DB01031; DB01119; DB01144; DB01325; DB09472
P00797,Renin,REN,190994,L00073,P00797,RENI_HUMAN,1BBS; 1BIL; 1BIM; 1HRN; 1RNE; 2BKS; 2BKT; 2FS4; 2G1N; 2G1O; 2G1R; 2G1S; 2G1Y; 2G20; 2G21; 2G22; 2G24; 2G26; 2G27; 2I4Q; 2IKO; 2IKU; 2IL2; 2REN; 2V0Z; 2V10; 2V11; 2V12; 2V13; 2V16; 2X0B; 3D91; 3G6Z; 3G70; 3G72; 3GW5; 3K1W; 3KM4; 3O9L; 3OAD; 3OAG; 3OOT; 3OQF; 3OQK; 3OWN; 3Q3T; 3Q4B; 3Q5H; 3SFC; 3VCM; 3VSW; 3VSX; 3VUC; 3VYD; 3VYE; 3VYF; 4AMT; 4GJ5; 4GJ6; 4GJ7; 4GJ8; 4GJ9; 4GJA; 4GJB; 4GJC; 4GJD; 4PYV; 4Q1N; 4RYC; 4RYG; 4RZ1; 4S1G; 4XX3; 4XX4,,REN,HGNC:9958,Human,DB00212; DB09026
P07766,T-cell surface glycoprotein CD3 epsilon chain,CD3E,469945,X03884,P07766,CD3E_HUMAN,1A81; 1SY6; 1XIW; 2ROL,,CD3E,HGNC:1674,Human,DB00075
P0A7S3,30S ribosomal protein S12,rpsL,43010,V00355,P0A7S3,RS12_ECOLI,1M5G; 1MJ1; 1ZN1; 2YKR; 3DEG; 3EP2; 3EQ3; 3EQ4; 3J0D; 3J0E; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00452; DB00479; DB00560; DB00684; DB00798; DB00919; DB00955; DB00994; DB01082; DB01172; DB04729; DB06696
P01008,Antithrombin-III,SERPINC1,179161,M21642,P01008,ANT3_HUMAN,1ANT; 1ATH; 1AZX; 1BR8; 1DZG; 1DZH; 1E03; 1E04; 1E05; 1JVQ; 1LK6; 1NQ9; 1OYH; 1R1L; 1SR5; 1T1F; 1TB6; 2ANT; 2B4X; 2B5T; 2BEH; 2GD4; 2HIJ; 2ZNH; 3EVJ; 3KCG; 4EB1,,SERPINC1,HGNC:775,Human,DB00407; DB00569; DB01109; DB01225; DB06271; DB06779; DB06822; DB08813
P55011,Solute carrier family 12 member 2,SLC12A2,903682,U30246,P55011,S12A2_HUMAN,"",,SLC12A2,HGNC:10911,Human,DB00887; DB01325
P10875,Tubulin beta chain,TUB2,170938,M19398,P10875,TBB_CANAX,"",,,,Yeast,DB00400
P08913,Alpha-2A adrenergic receptor,ADRA2A,178196,M23533,P08913,ADA2A_HUMAN,1HLL; 1HO9; 1HOD; 1HOF,,ADRA2A,HGNC:281,Human,DB00368; DB00370; DB00449; DB00484; DB00575; DB00629; DB00633; DB00668; DB00692; DB00852; DB00865; DB00925; DB00935; DB00964; DB00968; DB01018; DB01363; DB01392; DB01472; DB01577; DB01608; DB04948; DB06262; DB06694; DB06711; DB09242
Q5T1J1,"HCG20471, isoform CRA_c",SIGMAR1,123231939,AL450283,Q5T1J1,Q5T1J1_HUMAN,"",,OPRS1,HGNC:8157,Human,DB00514; DB00704
